Date,Year,Month,Day,DayOfWeek,Station,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,O3,CO,Temperature,Humidity,Wind_Speed,Rainfall
2026-05-05,2026,5,5,1,Zoo Park SPCB,78.0,Satisfactory,46.8,52.0,1.8,0.8,12.6,0.1,32.8,35.0,0.2,0.0
2026-05-06,2026,5,6,2,Balanagar SPCB,68.0,Satisfactory,40.8,61.0,17.3,2.6,8.7,0.1,25.415,25.52,0.8600000000000001,0.0
2026-05-06,2026,5,6,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-06,2026,5,6,2,IDA Pashamylaram SPCB,85.0,Satisfactory,51.0,33.0,3.2,0.4,9.2,16.5,25.1,85.0,1.5,0.0
2026-05-06,2026,5,6,2,Sanathnagar SPCB,46.0,Good,27.6,0.0,77.6,1.4,167.1,6.9,36.4,59.0,0.7,0.0
2026-05-06,2026,5,6,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-06,2026,5,6,2,Uppal SPCB,57.0,Satisfactory,34.2,29.0,24.2,5.2,21.4,4.5,25.0,50.0,5.0,0.0
2026-05-06,2026,5,6,2,Zoo Park SPCB,59.0,Satisfactory,35.4,33.0,2.4,0.9,10.0,6.6,27.2,65.0,1.0,0.0
2026-05-07,2026,5,7,3,Balanagar SPCB,63.0,Satisfactory,37.8,52.0,16.6,2.6,10.2,0.1,23.255,25.290000000000003,1.1975,0.0
2026-05-07,2026,5,7,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-07,2026,5,7,3,IDA Pashamylaram SPCB,65.0,Satisfactory,39.0,22.0,5.3,4.8,24.1,1.5,23.5,85.0,2.8000000000000003,0.0
2026-05-07,2026,5,7,3,Sanathnagar SPCB,39.0,Good,23.4,0.0,105.4,2.0,42.2,6.8,36.06666666666667,63.0,0.9333333333333332,0.0
2026-05-07,2026,5,7,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-07,2026,5,7,3,Uppal SPCB,38.0,Good,22.8,18.0,9.6,5.2,23.0,3.7,25.0,50.0,5.0,0.0
2026-05-07,2026,5,7,3,Zoo Park SPCB,55.0,Satisfactory,33.0,30.0,1.8,0.8,9.3,11.1,26.133333333333336,71.0,1.4666666666666668,0.0
2026-05-08,2026,5,8,4,Balanagar SPCB,96.0,Satisfactory,57.6,64.0,17.3,3.7,8.4,0.1,25.72,24.94,0.57,0.0
2026-05-08,2026,5,8,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-08,2026,5,8,4,IDA Pashamylaram SPCB,65.0,Satisfactory,39.0,22.0,5.3,3.0,24.1,1.0,24.35,94.0,1.1,0.0
2026-05-08,2026,5,8,4,Sanathnagar SPCB,23.0,Good,13.8,0.0,52.5,1.1,122.7,6.6,36.15,63.5,0.6499999999999999,0.0
2026-05-08,2026,5,8,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-08,2026,5,8,4,Uppal SPCB,50.0,Good,30.0,26.0,20.0,7.9,14.6,4.4,25.0,50.0,5.0,0.0
2026-05-08,2026,5,8,4,Zoo Park SPCB,38.0,Good,22.8,20.0,2.3,0.7,9.5,5.6,26.9,70.0,0.75,0.0
2026-05-09,2026,5,9,5,Balanagar SPCB,156.0,Moderate,76.8,83.0,17.4,3.1,7.6,0.1,26.9375,25.58,0.735,0.0
2026-05-09,2026,5,9,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-09,2026,5,9,5,IDA Pashamylaram SPCB,40.0,Good,24.0,11.0,5.2,2.8,23.7,0.9,26.0,85.0,1.6,0.0
2026-05-09,2026,5,9,5,Sanathnagar SPCB,25.0,Good,15.0,0.0,20.7,3.7,7.4,6.6,37.3,63.0,0.8,0.0
2026-05-09,2026,5,9,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-09,2026,5,9,5,Uppal SPCB,59.0,Satisfactory,35.4,20.0,24.9,4.5,9.9,5.6,25.0,50.0,5.0,0.0
2026-05-09,2026,5,9,5,Zoo Park SPCB,23.0,Good,13.8,13.0,2.0,0.7,9.8,8.3,26.6,67.0,1.2,0.0
2026-05-10,2026,5,10,6,Balanagar SPCB,135.0,Moderate,70.5,53.0,13.0,4.0,12.2,0.1,28.33,26.07,0.9466666666666668,0.0
2026-05-10,2026,5,10,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-10,2026,5,10,6,IDA Pashamylaram SPCB,24.0,Good,14.4,7.0,5.0,5.8,23.2,2.3,22.0,85.33333333333333,2.033333333333333,0.0
2026-05-10,2026,5,10,6,Sanathnagar SPCB,17.0,Good,10.2,0.0,92.8,3.2,169.9,7.1,37.23333333333333,59.333333333333336,0.7999999999999999,0.0
2026-05-10,2026,5,10,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-10,2026,5,10,6,Uppal SPCB,42.0,Good,25.2,24.0,18.3,6.2,27.1,4.3,25.0,50.0,5.0,0.0
2026-05-10,2026,5,10,6,Zoo Park SPCB,160.0,Moderate,78.0,118.0,1.9,0.8,9.4,9.0,26.53333333333333,66.33333333333333,1.2333333333333334,0.0
2026-05-11,2026,5,11,0,Balanagar SPCB,153.0,Moderate,75.9,92.0,13.4,2.8,7.8,0.1,30.35,26.39,1.36,0.0
2026-05-11,2026,5,11,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-11,2026,5,11,0,IDA Pashamylaram SPCB,38.0,Good,22.8,10.0,5.0,1.8,23.0,3.6,21.0,71.5,1.5,0.0
2026-05-11,2026,5,11,0,Sanathnagar SPCB,30.0,Good,18.0,0.0,92.8,4.4,169.9,6.9,37.45,48.5,0.95,0.0
2026-05-11,2026,5,11,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-11,2026,5,11,0,Uppal SPCB,59.0,Satisfactory,35.4,35.0,20.9,6.6,27.2,4.4,25.0,50.0,5.0,0.0
2026-05-11,2026,5,11,0,Zoo Park SPCB,163.0,Moderate,78.9,121.0,2.1,0.8,9.2,7.8,27.15,56.5,0.9,0.0
2026-06-04,2026,6,4,3,Balanagar SPCB,158.0,Moderate,77.4,176.5,16.5,6.6,21.7,0.1,29.56,26.17,0.81,0.0
2026-06-04,2026,6,4,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-04,2026,6,4,3,IDA Pashamylaram SPCB,104.0,Moderate,61.2,55.0,16.7,8.6,22.3,1.5,29.549999999999997,68.0,0.2,0.0
2026-06-04,2026,6,4,3,Sanathnagar SPCB,53.0,Satisfactory,31.8,0.0,17.9,3.0,6.4,6.7,21.25,48.5,3.4,0.0
2026-06-04,2026,6,4,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-04,2026,6,4,3,Uppal SPCB,55.0,Satisfactory,33.0,25.0,7.5,2.8,36.1,3.6,25.0,50.0,5.0,0.0
2026-06-04,2026,6,4,3,Zoo Park SPCB,53.0,Satisfactory,31.8,29.0,1.7,0.8,9.6,2.6,29.35,51.5,0.8,0.0
2026-06-07,2026,6,7,6,Balanagar SPCB,79.0,Satisfactory,47.4,72.0,29.3,2.1,16.8,0.1,29.7125,24.925,1.5525,0.0
2026-06-07,2026,6,7,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-07,2026,6,7,6,IDA Pashamylaram SPCB,45.0,Good,27.0,17.0,4.2,2.2,20.8,0.7,30.5,95.0,0.2,0.0
2026-06-07,2026,6,7,6,Sanathnagar SPCB,57.0,Satisfactory,34.2,0.0,21.1,4.2,7.6,6.5,22.7,64.0,2.3,0.0
2026-06-07,2026,6,7,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-07,2026,6,7,6,Uppal SPCB,50.0,Good,30.0,17.0,8.8,3.0,15.6,3.3,25.0,50.0,5.0,0.0
2026-06-07,2026,6,7,6,Zoo Park SPCB,13.0,Good,7.8,6.0,1.4,0.8,10.2,7.1,27.6,75.0,1.0,0.0
2026-06-08,2026,6,8,0,Balanagar SPCB,242.0,Poor,102.6,66.0,25.7,0.7,10.7,0.1,30.25,25.759999999999998,0.875,0.0
2026-06-08,2026,6,8,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-08,2026,6,8,0,IDA Pashamylaram SPCB,54.0,Satisfactory,32.4,22.0,3.5,1.8,24.2,1.5,30.7,98.0,0.2,0.0
2026-06-08,2026,6,8,0,Sanathnagar SPCB,38.0,Good,22.8,0.0,18.6,2.9,6.6,5.8,23.3,67.0,2.5,0.0
2026-06-08,2026,6,8,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-08,2026,6,8,0,Uppal SPCB,61.0,Satisfactory,36.6,35.0,24.4,6.6,18.6,4.4,25.0,50.0,5.0,0.0
2026-06-08,2026,6,8,0,Zoo Park SPCB,28.0,Good,16.8,14.0,1.3,0.7,10.0,8.8,27.9,74.0,1.3,0.0
2026-06-09,2026,6,9,1,Balanagar SPCB,68.0,Satisfactory,40.8,66.0,20.2,7.1,12.3,0.1,28.77,25.82,0.8,0.0
2026-06-09,2026,6,9,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-09,2026,6,9,1,IDA Pashamylaram SPCB,45.0,Good,27.0,17.0,4.4,2.3,18.7,0.6,30.3,100.0,0.2,0.0
2026-06-09,2026,6,9,1,Sanathnagar SPCB,67.0,Satisfactory,40.2,0.0,13.8,4.5,6.7,7.1,25.6,69.0,2.1,0.0
2026-06-09,2026,6,9,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-09,2026,6,9,1,Uppal SPCB,50.0,Good,30.0,20.0,21.6,4.0,27.5,3.6,25.0,50.0,5.0,0.0
2026-06-09,2026,6,9,1,Zoo Park SPCB,59.0,Satisfactory,35.4,34.0,2.4,0.8,11.0,5.8,31.6,51.0,0.9,0.0
2026-06-10,2026,6,10,2,Balanagar SPCB,87.0,Satisfactory,52.2,74.0,24.6,2.9,14.2,0.1,31.65,25.155,1.2650000000000001,0.0
2026-06-10,2026,6,10,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-10,2026,6,10,2,IDA Pashamylaram SPCB,57.0,Satisfactory,34.2,24.0,9.6,5.0,12.0,3.3,27.2,90.33333333333333,0.20000000000000004,0.0
2026-06-10,2026,6,10,2,Sanathnagar SPCB,66.0,Satisfactory,39.6,0.0,14.3,15.7,7.0,6.1,24.833333333333332,61.333333333333336,2.1333333333333333,0.0
2026-06-10,2026,6,10,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-10,2026,6,10,2,Uppal SPCB,93.0,Satisfactory,55.8,31.0,30.0,4.3,20.4,3.9,25.0,50.0,5.0,0.0
2026-06-10,2026,6,10,2,Zoo Park SPCB,59.0,Satisfactory,35.4,34.0,2.4,0.8,11.0,5.8,31.6,51.0,0.9,0.0
2026-06-11,2026,6,11,3,Balanagar SPCB,29.0,Good,17.4,22.0,32.1,0.8,8.4,0.1,24.33,25.386666666666667,2.86,0.0
2026-06-11,2026,6,11,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-11,2026,6,11,3,IDA Pashamylaram SPCB,85.0,Satisfactory,51.0,58.0,7.9,4.1,12.0,1.7,26.5,86.0,0.2,0.0
2026-06-11,2026,6,11,3,Sanathnagar SPCB,68.0,Satisfactory,40.8,0.0,12.4,0.6,6.1,7.3,24.8,62.0,2.0,0.0
2026-06-11,2026,6,11,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-11,2026,6,11,3,Uppal SPCB,74.0,Satisfactory,44.4,33.0,8.0,3.0,54.4,3.8,25.0,50.0,5.0,0.0
2026-06-11,2026,6,11,3,Zoo Park SPCB,53.0,Satisfactory,31.8,28.0,2.9,0.8,9.2,5.0,28.7,68.0,0.8,0.0
2026-06-12,2026,6,12,4,Balanagar SPCB,30.0,Good,18.0,30.0,10.3,0.7,11.2,0.1,24.07,26.433333333333337,2.185,0.0
2026-06-12,2026,6,12,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-12,2026,6,12,4,IDA Pashamylaram SPCB,46.0,Good,27.6,34.0,7.2,3.7,12.2,1.6,26.4,114.0,0.2,0.0
2026-06-12,2026,6,12,4,Sanathnagar SPCB,38.0,Good,22.8,0.0,14.6,4.9,7.1,6.6,39.9,70.0,1.5,0.0
2026-06-12,2026,6,12,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-12,2026,6,12,4,Uppal SPCB,72.0,Satisfactory,43.2,31.0,26.8,3.8,9.2,4.8,25.0,50.0,5.0,0.0
2026-06-12,2026,6,12,4,Zoo Park SPCB,107.0,Moderate,62.1,67.0,3.3,0.8,9.1,10.7,28.75,58.0,1.65,0.0
2026-06-13,2026,6,13,5,Balanagar SPCB,87.0,Satisfactory,52.2,82.0,23.2,7.4,12.7,0.1,26.8825,23.37,0.995,0.0
2026-06-13,2026,6,13,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-13,2026,6,13,5,IDA Pashamylaram SPCB,69.0,Satisfactory,41.4,51.0,10.8,5.6,12.4,2.3,28.3,99.0,0.2,0.0
2026-06-13,2026,6,13,5,Sanathnagar SPCB,61.0,Satisfactory,36.6,0.0,12.4,3.7,6.1,5.6,18.0,64.0,2.4,0.0
2026-06-13,2026,6,13,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-13,2026,6,13,5,Uppal SPCB,53.0,Satisfactory,31.8,24.0,10.3,4.3,30.4,4.0,25.0,50.0,5.0,0.0
2026-06-13,2026,6,13,5,Zoo Park SPCB,34.0,Good,20.4,18.0,3.0,0.6,9.8,7.5,30.099999999999998,85.5,0.85,0.0
2026-06-14,2026,6,14,6,Balanagar SPCB,83.0,Satisfactory,49.8,33.0,22.0,0.7,9.7,0.1,28.3,22.39,1.5,0.0
2026-06-14,2026,6,14,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-14,2026,6,14,6,IDA Pashamylaram SPCB,82.0,Satisfactory,49.2,57.0,3.3,1.7,12.6,0.9,27.1,91.0,0.2,0.0
2026-06-14,2026,6,14,6,Sanathnagar SPCB,61.0,Satisfactory,36.6,0.0,16.0,4.0,7.8,5.5,20.4,59.0,1.4,0.0
2026-06-14,2026,6,14,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-14,2026,6,14,6,Uppal SPCB,63.0,Satisfactory,37.8,30.0,22.8,3.2,18.7,4.2,25.0,50.0,5.0,0.0
2026-06-14,2026,6,14,6,Zoo Park SPCB,50.0,Good,30.0,27.0,2.9,0.5,8.9,3.0,29.5,73.0,0.5,0.0
2026-06-15,2026,6,15,0,Balanagar SPCB,94.0,Satisfactory,56.4,103.0,31.8,4.3,1.6,0.1,26.68,22.84,0.34,0.0
2026-06-15,2026,6,15,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-15,2026,6,15,0,IDA Pashamylaram SPCB,103.0,Moderate,60.9,67.0,18.2,9.4,12.3,3.7,26.55,79.0,0.2,0.0
2026-06-15,2026,6,15,0,Sanathnagar SPCB,69.0,Satisfactory,41.4,0.0,35.1,4.2,37.0,6.9,26.0,50.0,1.9500000000000002,0.0
2026-06-15,2026,6,15,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-15,2026,6,15,0,Uppal SPCB,72.0,Satisfactory,43.2,31.0,23.7,3.8,22.0,4.4,25.0,50.0,5.0,0.0
2026-06-15,2026,6,15,0,Zoo Park SPCB,91.0,Satisfactory,54.6,59.0,3.2,0.8,9.8,3.6,30.15,62.5,0.75,0.0
2026-06-16,2026,6,16,1,Balanagar SPCB,66.0,Satisfactory,39.6,25.0,22.4,3.5,13.0,0.1,25.07,22.14,1.05,0.0
2026-06-16,2026,6,16,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-16,2026,6,16,1,IDA Pashamylaram SPCB,112.0,Moderate,63.6,70.0,18.9,9.8,12.5,5.7,26.45,71.0,0.2,0.0
2026-06-16,2026,6,16,1,Sanathnagar SPCB,64.0,Satisfactory,38.4,0.0,16.9,3.7,8.3,8.7,25.7,50.5,1.15,0.0
2026-06-16,2026,6,16,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-16,2026,6,16,1,Uppal SPCB,61.0,Satisfactory,36.6,26.0,28.9,4.8,18.9,4.6,25.0,50.0,5.0,0.0
2026-06-16,2026,6,16,1,Zoo Park SPCB,105.0,Moderate,61.5,66.0,3.2,0.7,9.6,1.0,30.1,71.5,0.3,0.0
2026-06-17,2026,6,17,2,Balanagar SPCB,143.0,Moderate,72.9,170.5,25.5,2.6,2.7,0.1,29.4425,23.7075,0.6425000000000001,0.0
2026-06-17,2026,6,17,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-17,2026,6,17,2,IDA Pashamylaram SPCB,66.0,Satisfactory,39.6,50.0,13.0,6.7,12.5,3.5,26.5,82.0,0.2,0.0
2026-06-17,2026,6,17,2,Sanathnagar SPCB,59.0,Satisfactory,35.4,0.0,27.4,7.4,13.4,7.1,27.1,52.0,0.9,0.0
2026-06-17,2026,6,17,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-17,2026,6,17,2,Uppal SPCB,59.0,Satisfactory,35.4,20.0,16.4,3.8,43.7,3.6,25.0,50.0,5.0,0.0
2026-06-17,2026,6,17,2,Zoo Park SPCB,76.0,Satisfactory,45.6,52.0,2.2,0.6,6.1,3.6,937.7,41.0,0.6,0.0
2026-06-18,2026,6,18,3,Balanagar SPCB,70.0,Satisfactory,42.0,57.0,17.4,4.5,15.4,0.1,27.136666666666667,23.103333333333335,1.01,0.0
2026-06-18,2026,6,18,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-18,2026,6,18,3,IDA Pashamylaram SPCB,68.0,Satisfactory,40.8,51.0,6.5,3.4,12.4,4.1,26.674999999999997,94.25,0.2,0.0
2026-06-18,2026,6,18,3,Sanathnagar SPCB,48.0,Good,28.8,0.0,25.9,3.4,12.6,6.6,24.65,68.25,1.925,0.0
2026-06-18,2026,6,18,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-18,2026,6,18,3,Uppal SPCB,65.0,Satisfactory,39.0,20.0,22.2,2.9,20.6,4.3,25.0,50.0,5.0,0.0
2026-06-18,2026,6,18,3,Zoo Park SPCB,151.0,Moderate,75.3,77.0,3.6,1.1,10.0,6.0,29.1,51.0,0.9,0.0
2026-06-19,2026,6,19,4,Balanagar SPCB,86.0,Satisfactory,51.6,71.0,18.6,0.7,14.7,0.1,29.2175,23.25,1.0,0.0
2026-06-19,2026,6,19,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-19,2026,6,19,4,IDA Pashamylaram SPCB,69.0,Satisfactory,41.4,51.0,4.7,2.4,12.5,3.6,26.6,66.0,0.2,0.0
2026-06-19,2026,6,19,4,Sanathnagar SPCB,54.0,Satisfactory,32.4,0.0,13.0,2.6,6.4,7.3,27.3,50.0,1.3,0.0
2026-06-19,2026,6,19,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-19,2026,6,19,4,Uppal SPCB,17.0,Good,10.2,8.0,9.1,2.3,28.6,3.6,25.0,50.0,5.0,0.0
2026-06-19,2026,6,19,4,Zoo Park SPCB,79.0,Satisfactory,47.4,45.0,3.1,0.7,9.4,1.7,29.1,57.0,0.2,0.0
2026-06-20,2026,6,20,5,Balanagar SPCB,84.0,Satisfactory,50.4,93.0,22.0,2.8,13.7,0.1,30.685000000000002,23.555,1.155,0.0
2026-06-20,2026,6,20,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-20,2026,6,20,5,IDA Pashamylaram SPCB,76.0,Satisfactory,45.6,54.0,0.6,0.4,14.1,3.8,26.3,111.0,0.2,0.0
2026-06-20,2026,6,20,5,Sanathnagar SPCB,61.0,Satisfactory,36.6,0.0,19.3,2.9,9.5,6.2,25.2,76.0,2.0,0.0
2026-06-20,2026,6,20,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-20,2026,6,20,5,Uppal SPCB,17.0,Good,10.2,8.0,7.6,3.6,33.6,2.8,25.0,50.0,5.0,0.0
2026-06-20,2026,6,20,5,Zoo Park SPCB,11.0,Good,6.6,5.0,2.9,0.7,9.2,6.3,29.0,84.0,0.9,0.0
2026-06-21,2026,6,21,6,Balanagar SPCB,127.0,Moderate,68.1,33.0,16.0,0.7,7.6,0.1,27.08,23.65,1.27,0.0
2026-06-21,2026,6,21,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-21,2026,6,21,6,IDA Pashamylaram SPCB,77.0,Satisfactory,46.2,55.0,0.3,0.2,14.9,4.1,26.6,90.0,0.2,0.0
2026-06-21,2026,6,21,6,Sanathnagar SPCB,58.0,Satisfactory,34.8,0.0,15.5,2.3,37.2,6.2,23.5,61.0,1.9,0.0
2026-06-21,2026,6,21,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-21,2026,6,21,6,Uppal SPCB,46.0,Good,27.6,16.0,17.6,3.5,18.9,3.8,25.0,50.0,5.0,0.0
2026-06-21,2026,6,21,6,Zoo Park SPCB,112.0,Moderate,63.6,61.0,3.6,0.9,10.0,4.4,28.975,67.0,0.8,0.0
2026-06-22,2026,6,22,0,Balanagar SPCB,133.0,Moderate,69.9,67.0,25.2,5.4,136.1,0.1,27.99,22.87,0.99,0.0
2026-06-22,2026,6,22,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-22,2026,6,22,0,IDA Pashamylaram SPCB,36.0,Good,21.6,30.0,4.6,2.4,14.0,3.1,26.35,114.5,0.2,0.0
2026-06-22,2026,6,22,0,Sanathnagar SPCB,50.0,Good,30.0,0.0,14.6,0.2,7.1,8.6,26.2,81.0,1.6,0.0
2026-06-22,2026,6,22,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-22,2026,6,22,0,Uppal SPCB,59.0,Satisfactory,35.4,27.0,17.9,3.9,18.0,4.0,25.0,50.0,5.0,0.0
2026-06-22,2026,6,22,0,Zoo Park SPCB,12.0,Good,7.2,5.0,2.8,0.8,8.6,11.6,29.5,90.0,1.4,0.0
2026-06-23,2026,6,23,1,Balanagar SPCB,155.0,Moderate,76.5,72.0,20.9,1.2,8.0,0.1,33.440000000000005,24.773333333333337,0.9666666666666668,0.0
2026-06-23,2026,6,23,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-23,2026,6,23,1,IDA Pashamylaram SPCB,55.0,Satisfactory,33.0,40.0,3.5,1.8,13.3,0.9,23.600000000000005,91.66666666666667,0.20000000000000004,0.0
2026-06-23,2026,6,23,1,Sanathnagar SPCB,62.0,Satisfactory,37.2,0.0,15.0,4.3,7.3,8.6,25.03333333333333,64.66666666666667,1.7,0.0
2026-06-23,2026,6,23,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-23,2026,6,23,1,Uppal SPCB,38.0,Good,22.8,9.0,13.3,4.0,21.0,3.3,25.0,50.0,5.0,0.0
2026-06-23,2026,6,23,1,Zoo Park SPCB,15.0,Good,9.0,6.0,2.7,0.9,8.9,7.9,28.76666666666667,75.0,1.2333333333333334,0.0
2026-06-24,2026,6,24,2,Balanagar SPCB,155.0,Moderate,76.5,72.0,20.9,1.2,8.0,0.1,33.440000000000005,24.773333333333337,0.9666666666666668,0.0
2026-06-24,2026,6,24,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-24,2026,6,24,2,IDA Pashamylaram SPCB,55.0,Satisfactory,33.0,40.0,3.5,1.8,13.3,0.9,23.600000000000005,91.66666666666667,0.20000000000000004,0.0
2026-06-24,2026,6,24,2,Sanathnagar SPCB,62.0,Satisfactory,37.2,0.0,15.0,4.3,7.3,8.6,25.03333333333333,64.66666666666667,1.7,0.0
2026-06-24,2026,6,24,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-06-24,2026,6,24,2,Uppal SPCB,30.0,Good,18.0,12.0,13.4,4.2,21.7,3.3,25.0,50.0,5.0,0.0
2026-06-24,2026,6,24,2,Zoo Park SPCB,15.0,Good,9.0,6.0,2.7,0.9,8.9,7.9,28.76666666666667,75.0,1.2333333333333334,0.0
2026-06-25,2026,6,25,3,Balanagar SPCB,155.0,Moderate,76.5,72.0,20.9,1.2,8.0,0.1,33.440000000000005,24.773333333333337,0.9666666666666668,0.0
2026-06-25,2026,6,25,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-06-25,2026,6,25,3,IDA Pashamylaram SPCB,55.0,Satisfactory,33.0,40.0,3.5,1.8,13.3,0.9,23.600000000000005,91.66666666666667,0.20000000000000004,0.0
